Text,Text_English,Klasifikasi_NLP,Klasifikasi_NaiveBayes
after several rounds of toasting to covid and dancing to gengetone my nigga akaona kama huyo dem saya host hana shingo ju aliamua kummezea mate this guy always becomes dick-driven whenever he gets drunk sasa badala kufungua mlango aishie akafungua roho amkatie,after several rounds of toasting to covid and dancing to gengetone my nigga saw that dem saya host has no neck so he decided to spit on him this guy always becomes dick-driven whenever he gets drunk now instead of opening the door he ends up opening his soul and cutting him off,Negatif,Negatif
mu lockdown covid-19 eyayita waliwo olukungana lwewaliko nga omwogezi kunsonga 'ettaka nga era nokubiriza abavubuka abaganda okukwata ensonga 'ettaka nobwegenderevu saako 'okukuma ettaka lya buganda nze abuuza ensonga enoabavubuka tujitusizawa,during the last lockdown covid-1' there was a meeting where you were a speaker on the issue of land and you encouraged the youth to take the issue of land seriously and to protect the land of buganda,Negatif,Positif
gagal ginjal balita vaksin covid usia atas tahun terus  mau salahin imunisasi polio,kidney failure for covid vaccine toddlers over the age of 15 continues to blame polio immun,Negatif,Positif
kahkah mp padang rengas ini  masa rakyat tengah susah karena  covid boleh pergi keluar negara hantar anak tadika perancis umno sokong sakan,"is it okay for mp to be angry at a time when the people are having a hard time because of covid, they can go abroad and send kindergarten children to france, umno support",Negatif,Negatif
menginggal gegara covid,died because of covid,Netral,Netral
euforia kerumuman massa pasca-covid harus perhatian - klik warta //,post-covid mass euphoria must pay attention - click news //,Netral,Netral
hujan +covid still around doa pasukan allah kurniakan kesihatan kekuatan last days berkempen kemenangan rakyat,rain +covid still around prayer team may god grant health and strength in the last days to campaign for the victory of the peopl,Netral,Positif
tb2 flu abis covid,tb2 flu after covid,Netral,Netral
kita curcol saya  rasain after covid kena badan gampang capai  mirip  mudah sangat  sakit tidak  fitnya saya  lebay yaaaa,"we curl, i feel that after covid, it hits the body, it's easy to get tired, it's similar, it's very painful, i'm not fit, i'm too lazi",Negatif,Negatif
saya seorang dj artis jepang berteman baik evelin nada anjani setelah covid-19 saya pergi jakarta,"i'm a japanese artist dj. i have good friends with evelin nada anjani. after covid-1', i went to jakarta",Positif,Positif
last year surgery spent three nights alone kat hospital no visitors allowed due to covid-19 spike waktu ini  baring je hospital bila sakit sorang-sorang ini  memang kamu  terasa jugak lah keselesaan seorang  selalu itu  tak selamanya indah,last year surgery spent three nights alone at the hospital no visitors allowed due to covid-1' spike at this time lie in the hospital when sick these people really make you feel the comfort of one person is always not always beauti,Negatif,Negatif
pala bapak kamu  saya  masih nganggur gara2 lulusan covid banyak begitu  mana turun,"dear sir, i'm still unemployed because there are so many covid graduates, where are they going down?",Positif,Negatif
mapema ndio best,the earlier the bett,Netral,Netral
ina maana mama isingekuwacovid yamkini tungekuwa milioni,"it means that if it wasn't for covid, we would probably be a million",Netral,Positif
martial saya covid break atarudi,my martial is covid break atarudi,Netral,Netral
kalau  gabung sama kadrun otak ogeb menular lebih ganas covid,if you join the ogeb brain cadrun the transmission is more vicious covid,Negatif,Negatif
setuju jaki buat aduan covid sudah  boleh dihapus,i agree that making a covid complaint can already be delet,Negatif,Netral
kasus covid-19 tinggi kota malang ppkm level,"covid-1' cases are high in malang, ppkm level",Positif,Netral
wth anak dekat mengundi tiba2 kes covid meningkat ini  kat office ramai +covid,"with children close to voting, covid cases are increasing at the office, there are many +covid",Positif,Positif
zile covid hazikufanyiwa allocatiion nzuri kuna sehem shule secondary imepewa vyumba vya madarasa walikuwa na madarasa kabla jumla sasa yapo ina wanafunz chini unapoleta miradi mingi kwa pupa unapunguza ufanis saya kusimamia utekelezaji wake na kuongeza ubadirifu,"the covids were not given good allocation, there is a part of the secondary school that has been given classrooms, they had classes before, the total now has less students, when you bring many projects in haste, you reduce the effectiveness of managing its implementation and increase wast",Positif,Positif
balesan dia ngebahas vaksin covid,his reply was discussing the covid vaccin,Netral,Netral
berbagai fitur gojek 'temani ' pelaku umkm hingga masyarakat selama pandemi covid-19,various features of gojek 'accompany' smes to the community during the co-1' pandem,Netral,Netral
mengantisipasi covid years ago,anticipating covid years ago,Netral,Netral
waktu susah senang waktu covid mp hang lari keluar pi paris,when it's hard to be happy when the covid mp hangs run out of pi pari,Positif,Negatif
liat kasus kanjuruhan sama itaewonemg saya  sendiri  smnjak positif covid saluran pernafasan tidak  begitu  bagusaktifitas sdikit saja  bisa  langsung  ngos ngosanjd tidak  heran orang-orang  juga  gampang sangat  khilangan pernafasannya desek2an kek gitumaybe sbagian bsar korban sudah  pernah  positif,"look at the case of proceedings with itaewonemg, since i was positive for covid, the respiratory tract wasn't that good, just a little activity, i could just go homeless, so it's not surprising that people also easily lose their breath, squeeze like that, maybe most of the victims have already been positive.",Positif,Positif
butai diudur karena  covid tidak  kejelasan kapan lanjut traja debut terkesan terburu-buru less promo rumor abt him and kanjeng mami ' conflict abt traja debutini timelinenya deketan bagaimana  saya  tidak mau sotoy tapi  tidak  kepikiran kalau  keluar,"butai was pushed back due to covid, it's not clear when traja's debut will continue, it seems rushed.",Negatif,Positif
covid ini  ko sudah  sudah  lah anak buat ko itu  sudah  tak femes,"this covid, i already have a child, so i don't feel like it anymor",Netral,Positif
vaccin covid la kap aji,vaccin covid la kap aji,Netral,Netral
presiden jokowi minta penggunaan masker luar ruangan optimalkan panitia lokal ktt -20 mewajibkan semua delegasi peserta ktt -20 bali memakai masker selama ktt -20 berlangsung kasus baru covid-19 indonesia melonjak,president jokowi asked the use of outdoor masks to optimize the local committee of the -20 summit requiring all delegations participating in the -20 bali summit to wear masks during the -20 summit as new cases of covid-1' indonesia soar,Positif,Positif
saya kira datatrnyata hanya opiniwkwkwkwkitung2an gaib kaya lab covid sama pabrik minyak goreng wan menganggur,"i think the real data is just an opinion, wkwkwkwk, it's magical, like a covid lab and a cooking oil factory, wan is unemploy",Positif,Negatif
sedih anak all out tapi  covid,sad child all out but covid,Negatif,Netral
zaman umno bnhuru hara perang askar sulu mh370 mh17zaman ph nyawa rakyat dilindungi rahmat tuhan doa rakyat malaysia dimakbul tuhan lindungi nyawa rakyat covidzaman umno bn pas bersatu kerajaan pn ramai nyawa rakyat mati dicabut tuhan zaman tuhan murka,era of umno bnhuru har war soldiers sulu mh'70 mh17 era of ph people's lives are protected by the grace of god malaysian prayers are answered god protect the lives of the people covid era umno bn as soon as the united kingdom pn many people's lives are taken away by god era of god's wrath,Positif,Positif
pelaksanaan kegiatan operasi yustisi rangka untpuk meminimalisir penyebaran covid cara melaksanakan himbauan pembagian masker penindakan pelanggar protokol kesehatan,implementation of justice operations activities in order to minimize the spread of covid how to carry out appeals for the distribution of masks to take action against violators of health protocol,Positif,Netral
kementerian kesehatan ri menyatakan gejala umum pasien positif covid-19 varian omicron xbb batuk terus-menerus sakit kepala nyeri ototsesak pernapasan demam tinggi sertai diare sering mual,"the ministry of health of the republic of indonesia states that the general symptoms of positive patients for covid-1' are the omicron xbb variant, persistent cough, headache, muscle pain, shortness of breath, high fever accompanied by diarrhea, often nausea",Positif,Positif
ini  mwaka kupata covid we wacha,ini year to get covid let',Netral,Netral
setelah selesai dapat apa2 tertawa  ketiwi tidak  jelas biasa mabok2an pergaulan bebas sampah berserakan bahkan menimbulkan kematian wabah covid baru mulai muncul,"after finishing, you can laugh at it, it's not clear, you usually get drunk, promiscuity, trash is scattered, it even causes death, a new covid epidemic has begun to appear",Negatif,Negatif
kasus harian covid-19 dki jakarta melesat hingga akibat adanya virus omicron xbb indonesia singapura perketat aturan protokol kesehatan negaranya semua warga wajib memakai masker selama berada luar ruangan termasuk selama bekerja kantor,daily cases of covid-1' dki jakarta sped up due to the omicron xbb virus indonesia singapore tightened the country's health protocol rules all citizens must wear masks while outside the room including while working in the offic,Negatif,Positif
orang konyol sekali  sudah  orang long covid disalahin vaksinnya memang  efek samping tidak  vaksin berapa orang tidak  hidup long enough merasakan  efek sampingnyasurvivorship bias is very very real,"people are so ridiculous that long covid people have been blamed for the vaccine, indeed the side effects of the vaccine are not how many people don't live long enough to feel the side effects survival bias is very very r",Positif,Positif
ameamua kupindisha tuhio ini  wale waliochanja chanjo covid haihusiani na sensa,"he has decided to twist the liver of those who were vaccinated against covid, it is not related to the censu",Netral,Netral
delhi me kejriwal danga karai aur logoke hatya hua oxygen supply rok diya tha aur logoke covid hospital me treatment na milne se mout hua tha yeh jhutewal thaglaal lootnewal chor gang leader,"kejriwal rioted in delhi and people died, oxygen supply was stopped and people died in covid hospital treatment.",Netral,Netral
omgezzz bagila saya grad dulu wahai cik covid,"omgezzz, when i graduated first, miss covid",Positif,Netral
bwahahahahahahahahno,bwahahahahahahahaha,Netral,Netral
there is one time masa covid kerajaan tak bersukan even uni bubble so kami mpp ini  akur dengan  arahan tetiba budak ini  persoalkan mpp tak sukan saya terus reply kerjaan arahan kerajaan sekarang  umno bapak kamu  kan kerja dengan  umno try la tanya,there is one time during the covid period the government does not play sports even in the bubble uni so we mpp agree with the order then this boy asks mpp not to play sports i continue to reply to the work of the government now umno your father is working with umno try he ask,Netral,Negatif
