index,Tanggal,Username,Text,Text_Clean_Sambung,text_english
82,2022-10-31 22:31:33+00:00,SidarejaPolsek,anggota polsek sidareja melaksanakan ops yustisi masker guna pencegahan covid,anggota polsek sidareja melaksanakan ops yustisi masker pencegahan covid,members of the Sidareja Police carry out ops yustisi masks for covid prevention
83,2022-10-31 22:28:00+00:00,myne94,ini kejadiannya kayak pembangunan rs daerah di provinsi ntt apa di ntbaku lupa tepatnya dimana jg di nyinyirin padahal di daerah tersebut kalau mau ke rs yg gede tuh harus ke kota sebelahnya ada beritanya yg resmiin pak terawan ini pas awal covid kejadiannya,kejadiannya mirip  pembangunan rs daerah provinsi ntt apa ntbaku lupa tepatnya juga  nyinyirin padahal daerah tersebut mau rs gede harus kota sebelahnya beritanya resmiin pak terawan pas awal covid kejadiannya,"what happened was similar to the construction of a hospital in the province of ntt or what, I forgot to mention the exact details even though the area wanted a big hospital, the news had to be made official, Mr. Terawan at the start of the Covid incident"
84,2022-10-31 22:27:31+00:00,heinekxn_,covid matame ya lpm,covid matame lpm,covid matame lpm
85,2022-10-31 22:25:08+00:00,KangDimas17,covid-19 kapitalisme dan teori konspirasi lewat,covid-19 kapitalisme teori konspirasi lewat,covid-19 capitalism conspiracy theory passing
86,2022-10-31 22:20:54+00:00,rctvcirebon,berawal pernah menjadi penyitas covid  dan merasakan menerima kebaikan dari para tetangganya anggota spkt polresta cirebon rutin -,berawal pernah menjadi penyitas covid merasakan menerima kebaikan tetangganya anggota spkt polresta cirebon rutin -,"Starting from being a Covid survivor, he felt receiving the kindness of his neighbors, members of the Cirebon Police SPKT routinely -"
87,2022-10-31 22:17:35+00:00,mdilman12,bodo sial mcm gini pun kena covid,bodo sial macam  gini kena covid,stupid shit like this got covid
88,2022-10-31 22:14:43+00:00,hakimkeemo,lagi mudarat pergi luar negara turki masa covid balik tak kuarantin,mudarat pergi luar negara turki masa covid balik tak kuarantin,It&#39;s harmful to go abroad in Turkey during covid and return without quarantine
89,2022-10-31 22:14:10+00:00,syfqslm,tahun pertahankan sebabkan lalai sikit je pertahanan aku rebah positive covid damnn,tahun pertahankan sebabkan lalai sikit je pertahanan saya rebah positive covid damnn,"years of defending because I was a little negligent, my defense collapsed positive covid damn"
90,2022-10-31 22:13:55+00:00,DehillsN,khawatir covid-19 pengunjung terjebak di disneylandshanghai,khawatir covid-19 pengunjung terjebak disneylandshanghai,worried about covid-19 visitors getting stuck in disneylandshanghai
91,2022-10-31 22:05:37+00:00,Traffic_Jogja,pasien covid-19 sembuh di indonesia naik jadi orang per okt,pasien covid-19 sembuh indonesia naik orang per okt,Covid-19 patients recovering in Indonesia increase in people per oct
92,2022-10-31 22:05:13+00:00,Traffic_Jogja,pasien covid meninggal di indonesia bertambah jadi orang per okt,pasien covid meninggal indonesia bertambah orang per okt,"Covid patients die in Indonesia, the number of people increases per oct"
93,2022-10-31 22:02:56+00:00,Traffic_Jogja,orang di inodnesia telah divaksin covid-19 dosis per okt,orang inodnesia telah divaksin covid-19 dosis per okt,Indonesian people have been vaccinated against Covid-19 doses as of Oct
94,2022-10-31 22:02:30+00:00,panggilaja_eci,wow thanks for doing this aku berharap tahun penyakit anxietyku dah sembuh bisa lebih yakin dan sayang pada diriku sendiri bisa lebih banyak baca novel dan travelling dan bisa meluk ponakan2 yang udah tahun terpisah karena covid aamiin,wow thanks for doing this saya berharap tahun penyakit anxietyku sudah  sembuh bisa lebih yakin sayang diriku sendiri bisa lebih banyak baca novel travelling bisa meluk ponakan2 sudah  tahun terpisah covid amin ,"wow, thanks for doing this, I hope that my year of anxiety has been cured. I can be more confident that I love myself. I can read more traveling novels."
95,2022-10-31 22:02:04+00:00,Traffic_Jogja,pemerintah pantau suspek covid-19  periksa spesimen per okt,pemerintah pantau suspek covid-19 periksa spesimen per okt,the government is monitoring suspected covid-19 checking specimens as of oct
96,2022-10-31 22:01:34+00:00,TidarPerkasa,semoga pasien covid-19 diberikan sekembuhan hari ini aamiin,semoga pasien covid-19 diberikan sekembuhan hari amin ,"I hope that the Covid-19 patient will be given recovery today, Amen"
97,2022-10-31 21:58:26+00:00,EDHARIS3,bila janji lapor keuntungan formulae gak terbukti itu bohong gakbilang buat lab covid tak ada itu bohong gak bilang buat pabrik minyak goreng tp tak ada itu bohong gak bilang bangun ratusan ribu rumah dp  hanya terbangun kurang dari rb itu bohong ga,bila janji lapor keuntungan formulae tidak  terbukti bohong gakbilang buat lab covid tak bohong tidak  buat pabrik minyak goreng tapi  tak bohong tidak  bangun ratusan ribu rumah dp hanya terbangun kurang ribu  bohong tidak ,"if the promise to report the benefits of the formula is not proven to be a lie, don&#39;t say for the covid lab, don&#39;t lie, don&#39;t make a cooking oil factory, but don&#39;t lie, don&#39;t build hundreds of thousands of houses, dp only build less than a thousand, you&#39;re lying, no"
98,2022-10-31 21:52:53+00:00,Traffic_Jogja,menkeu sri mulyani  pandemi covid-19 kondisi geopolitik ancaman resesi menjadi tantangan ekonomi domestik,menkeu sri mulyani pandemi covid-19 kondisi geopolitik ancaman resesi menjadi tantangan ekonomi domestik,minister of finance sri mulyani the covid-19 pandemic geopolitical conditions the threat of recession is a challenge to the domestic economy
99,2022-10-31 21:52:06+00:00,Traffic_Jogja,puncak covid-19 omicron xbb di prediksi januari,puncak covid-19 omicron xbb prediksi januari,peak of covid-19 omicron xbb predictions for january
100,2022-10-31 21:52:00+00:00,myne94,tetangga ku malah sebelum ada covid jg meninggal mendadakbangun subuh ngingetin istrinya masak lanjut tidur eh kagak bangun2 lagi orangnya nggak sakit sehat2 ajaada lagi tetanggaku pagi hari masih ke sawah jam sore udah meninggal ini sebelum ada covid ya blok,tetangga ku malah covid juga  meninggal mendadakbangun subuh mengingatkan  istrinya masak lanjut tidur tidak  bangun2 orangnya tidak  sakit sehat2 ajaada tetanggaku pagi hari masih sawah jam sore sudah  meninggal covid blok,"My neighbor even had Covid, he also died suddenly, woke up at dawn, reminded his wife to cook, continued to sleep, didn&#39;t wake up, the people weren&#39;t sick, my neighbors were still in the fields in the morning, they died in the afternoon."
101,2022-10-31 21:50:34+00:00,Traffic_Jogja,kemenkes  warga ri sduah divaksinasi covid-19 dosis kedua,kemenkes warga ri sduah divaksinasi covid-19 dosis kedua,The Ministry of Health of the Republic of Indonesia has vaccinated the second dose of Covid-19
102,2022-10-31 21:49:59+00:00,Traffic_Jogja,kemenkes  warga ri sudah divaksinasi covid-19 dosis pertama,kemenkes warga ri divaksinasi covid-19 dosis pertama,Indonesian Ministry of Health vaccinated the first dose of Covid-19
103,2022-10-31 21:48:42+00:00,Traffic_Jogja,kemenkes  infeksi covid-19 varian xbb di indonesia menjadi kasus,kemenkes infeksi covid-19 varian xbb indonesia menjadi kasus,Ministry of Health infection of the Indonesian XBB variant of Covid-19 has become a case
104,2022-10-31 21:45:09+00:00,ladyfromnowher3,pas covid lg tinggi nya,pas covid lagi  tinggi,when covid is high
105,2022-10-31 21:44:14+00:00,Traffic_Jogja,malaysia temukan empat kasus covid-19 subvarian omicron xbb,malaysia temukan empat kasus covid-19 subvarian omicron xbb,Malaysia finds four cases of Covid-19 subvariant Omicron XBB
106,2022-10-31 21:42:40+00:00,Mukminus_,setelah covid bunuh bnyak org seakan alam blm selesai ratusan org mulai mati dgn berbagai kejadian kanjuruhan itaewon skrg ini,setelah covid bunuh banyak  orang  seakan alam belum  selesai ratusan orang  mulai mati dengan  berbagai kejadian kanjuruhan itaewon sekarang ,after covid killed many people as if nature had not finished hundreds of people started to die with various incidents right now itaewon
107,2022-10-31 21:36:46+00:00,SINDOnews,kasus covid-19 kembali meningkat malaysia anjurkan pemakaian masker,kasus covid-19 meningkat malaysia anjurkan pemakaian masker,"Covid-19 cases are increasing, Malaysia recommends wearing masks"
108,2022-10-31 21:33:13+00:00,501Awani,punithan dijatuhi hukuman mati pada mei  orang pertama dijatuhkan hukuman semasa pandemik covid-19 melalui pembicaraan jarak jauh //,punithan dijatuhi hukuman mati mei orang pertama dijatuhkan hukuman semasa pandemik covid-19 melalui pembicaraan jarak jauh //,punithan sentenced to death may first person sentenced during the covid-19 pandemic via teleconference //
109,2022-10-31 21:32:41+00:00,ninjagae83,billi khuwab mai chichre isi brazil sadar ko covid tim tune khan se milaya or allah ne tujhe kutto wala zalil kia,billi khuwab mai chichre isi brazil sadar ko covid tim tune kan  se milaya or allah ne tujhe kutto wala zalil kia,billi khuwab mai chichre isi brazil sadar ko covid tim tune kan se milaya or allah ne tujhe kutto wala zalil kia
110,2022-10-31 21:17:31+00:00,nisailmiaa,kdg mikir andai covid iki gak ono what college life would be would it be fun or sad or full of stress tapi yaudahlah ga baik jg menyesali sesuatu berangkat maba tbtb udah jd mahasiswa akhir aja sedih makannya aku jarang plg pgn puas2in di sini,kadang  mikir andai covid iki tidak  ono what college life would be would it be fun or sad or full of stress yaudahlah tidak  baik juga  menyesali berangkat maba tbtb sudah  jadi  mahasiswa akhir saja  sedih makannya saya jarang pulang  ingin  puas2in sini,"sometimes I think if Covid didn&#39;t go on, what college life would be would it be fun or sad or full of stress, well, it&#39;s not good, it&#39;s also regretful to leave for new students, tbtb, I&#39;m already a student, I&#39;m sad to eat, I rarely go home, I want to be satisfied here"
111,2022-10-31 21:16:02+00:00,lintas_sentul,mengajak keluarga treking ke sentul paling oke liburan masa covid-19,mengajak keluarga treking sentul paling oke liburan masa covid-19,Inviting the Sentul trekking family is the best for holidays during the Covid-19 period
112,2022-10-31 21:07:44+00:00,rtslots,wuhan lockdown covid-19 lagi kasus harian di china tembus1000,wuhan lockdown covid-19 kasus harian china tembus1000,wuhan lockdown covid-19 china daily cases pass 1000
113,2022-10-31 21:06:56+00:00,wenhan07,setuju perniagaan keci boleh boleh ada covid kilang2  sektor pembinaan ada kes covid ribu2 apa,setuju perniagaan keci boleh boleh covid kilang2 sektor pembinaan kes covid ribu2 apa,"I agree that small business can be covid, factories, construction sector, what are thousands of covid cases?"
114,2022-10-31 21:04:32+00:00,TheaRizkyyy,bukan angin duduk pasti ini salah vaksin cara biar ga kena covid padahal tinggal gausa nafas aja ngapain pake vaksin coba,bukan angin duduk salah vaksin cara tidak  kena covid padahal tinggal gausa nafas saja  ngapain pakai  vaksin coba,it&#39;s not the wind sitting wrong vaccine how to not get covid even though you just can&#39;t breathe why try using a vaccine
115,2022-10-31 20:50:19+00:00,Pak_Samo,karena pada meninggal kena covid,meninggal kena covid,died of covid
116,2022-10-31 20:43:18+00:00,Makamo10,bila kumtaja magufuli kisufuria kinawasha magufuli alipokea pesa zilizokuwa zinakuja kwa kawaida miaka yote ikiwemo wa bot covid uliletwa ya kuomba kama hivi walimnyima maana miradi yake ilikuwa tishio kwao  wazungu wanapenda hivi kukopa na kula usifanye maendeleo,bila kumtaja magufuli kisufuria kinawasha magufuli alipokea pesa zilizokuwa zinakuja kwa kawaida miaka yote ikiwemo saya bot covid uliletwa kuomba kama hivi walimnyima maana miradi yake ilikuwa tishio kwao wazungu wanapenda hivi kukopa na kula usifanye maendeleo,"without mentioning Magufuli, the pot is lit, Magufuli received the money that was coming normally all the years including saya bot covid, you were brought to pray like this, they denied him because his projects were a threat to them, white people like to borrow and eat, don&#39;t make progress"
117,2022-10-31 20:40:14+00:00,mlgstop007,heee anda ini bloon kalo tragedi kanjuruhan itu mati krn terinjak2 setelah ditembak gas air mata paham bukan krn covid blokkk,heee anda bloon kalau  tragedi kanjuruhan mati karena  terinjak2 setelah ditembak gas air mata paham bukan karena  covid blokkk,"Heee, you are dumb if the tragedy demands that you die from being trampled after being shot with tear gas, you understand it&#39;s not because of the Covid block"
118,2022-10-31 20:39:33+00:00,Kochikecil,guru dan murid di tembaki disekolah,guru murid tembaki disekolah,teacher pupils shoot at school
119,2022-10-31 20:39:33+00:00,SavarDian,guru dan murid di tembaki disekolah,guru murid tembaki disekolah,teacher pupils shoot at school
120,2022-10-31 20:39:27+00:00,AriniJav,situasi terkini covid di selangor,situasi terkini covid selangor,the latest covid situation in Selangor
121,2022-10-31 20:16:36+00:00,Polres_ME,melaksanakan himbauan protokol kesehatan covid-19 kepada masyarakat kab muara enim,melaksanakan himbauan protokol kesehatan covid-19 kepada masyarakat kab muara enim,implementing the COVID-19 health protocol appeal to the people of Muara Enim Regency
122,2022-10-31 20:09:36+00:00,januar_juna,guru dan murid di tembaki disekolah,guru murid tembaki disekolah,teacher pupils shoot at school
123,2022-10-31 20:08:19+00:00,ambubucin,ini efek musim pancaroba apa covid sih orang2 pada sakit gini,efek musim pancaroba apa covid orang2 sakit gini,"what is the effect of the transition season or Covid, people are sick like this"
124,2022-10-31 20:05:00+00:00,shinywxrld,ini bumi seleksi alam nya belum cukup apa sama covid kemarindeep condolences,bumi seleksi alam belum cukup apa sama covid kemarindeep condolences,earth natural selection is not enough what with yesterday&#39;s coviddeep condolences
